14,2546,Carmelo Anthony,106.5,111,217.50
15,2747,JR Smith,112.2,105.6,217.80
16,2544,LeBron James,116.7,108.5,225.20
17,1626157,Karl-Anthony Towns,115.3,109.2,224.50
18,201939,Stephen Curry,119.5,105.8,225.30
19,1626157,Karl-Anthony Towns,113.9,115.4,229.30
20,201142,Kevin Durant,121.7,111.1,232.80
21,1626181,Norman Powell,110.6,118.7,229.30
22,202710,Jimmy Butler,118.1,115.4,233.50
