14,201933,Blake Griffin,116.9,104.7,221.60
15,2563,Dahntay Jones,110.1,108.6,218.70
16,203914,Gary Harris,116.1,113.9,230.00
17,201939,Stephen Curry,120.6,107.7,228.30
18,201935,James Harden,116.6,110.3,226.90
19,203994,Jusuf Nurkic,121.5,122,243.50
20,1629017,Khyri Thomas,124.3,116.9,241.20
21,202681,Kyrie Irving,118.9,113.8,232.70
22,203999,Nikola Jokic,125,111,236.00
