14,201599,DeAndre Jordan,116.1,104.5,220.60
15,201586,Serge Ibaka,114.2,104,218.20
16,202738,Isaiah Thomas,115.1,110.5,225.60
17,201142,Kevin Durant,115.9,108.9,224.80
18,201142,Kevin Durant,118.7,107.3,226.00
19,203081,Damian Lillard,115.7,114.3,230.00
20,202681,Kyrie Irving,119.4,113.8,233.20
21,1628378,Donovan Mitchell,117.6,111.7,229.30
22,1628369,Jayson Tatum,122.6,111,233.60
