14,101108,Chris Paul,116.7,104,220.70
15,201566,Russell Westbrook,114.8,103.5,218.30
16,202681,Kyrie Irving,116.7,110.3,227.00
17,2544,LeBron James,113.7,112.1,225.80
18,201952,Jeff Teague,113,113.1,226.10
19,203078,Bradley Beal,113.1,117.6,230.70
20,203081,Damian Lillard,119.6,115.6,235.20
21,1629027,Trae Young,117.2,114.9,232.10
22,201939,Stephen Curry,122.4,111.8,234.20
